id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,relevance_score
in-ae64416885c0916d,indeed,https://www.indeed.com/viewjob?jk=ae64416885c0916d,https://jobs.ashbyhq.com/liquid/7b47044b-4b81-44b4-8986-ea5eaaa85c27?utm_source=Ml1l0Keq05,Staff Engineer,Liquid,"New York, NY, US",2025-12-19,[],description,yearly,200000.0,400000.0,USD,False,,,,[],,https://www.indeed.com/cmp/Liquid,,https://www.meetliquid.com,Lima,51 to 200,,,0.9
in-330b451b05dc96a1,indeed,https://www.indeed.com/viewjob?jk=330b451b05dc96a1,https://app.jobvite.com/CompanyJobs/Job.aspx?j=oh8UyfwB&loc=Cb5EXfwB&s=Indeed,Senior Full Stack AI Engineer,Internet Brands,"Newark, NJ, US",2025-12-19,[],description,yearly,100000.0,130000.0,USD,False,,,,[],,https://www.indeed.com/cmp/Internet-Brands-2,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/8d49fd34cfececd7d5565259c57cb3fa,https://www.internetbrands.com,"909 N Pacific Coast Highway, El Segundo, CA 90245","5,001 to 10,000",$100M to $500M (USD),The Internet Brands portfolio of brands consists of leading consumer websites and comprehensive web presence services for SMB and enterprise clients.,0.9
in-cfc8a5bfa6afb73b,indeed,https://www.indeed.com/viewjob?jk=cfc8a5bfa6afb73b,https://www.amazon.jobs/jobs/3120062/sr-software-dev-engineer-machine-learning-sponsored-products-and-brands-ads-response-prediction?cmpid=DA_INAD200785B,"Sr Software Dev Engineer, Machine Learning, Sponsored Products and Brands Ads Response Prediction",Amazon.com,"New York, NY, US",2025-11-03,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-f46d46a7d5d2d35d,indeed,https://www.indeed.com/viewjob?jk=f46d46a7d5d2d35d,https://www.amazon.jobs/jobs/3115394/software-dev-engineer-sponsored-products-and-brands-ads-response-prediction?cmpid=DA_INAD200785B,"Software Dev Engineer, Sponsored Products and Brands Ads Response Prediction",Amazon.com,"New York, NY, US",2025-10-17,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-482eb5d211c328ab,indeed,https://www.indeed.com/viewjob?jk=482eb5d211c328ab,https://www.amazon.jobs/jobs/3113975/sr-software-dev-engineer-sponsored-products-and-brands-ads-response-prediction?cmpid=DA_INAD200785B,"Sr. Software Dev Engineer, Sponsored Products and Brands Ads Response Prediction",Amazon.com,"New York, NY, US",2025-10-16,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-71fb887bd9339288,indeed,https://www.indeed.com/viewjob?jk=71fb887bd9339288,https://www.amazon.jobs/jobs/3122540/software-development-manager-sponsored-products-and-brands?cmpid=DA_INAD200785B,"Software Development Manager, Sponsored Products and Brands",Amazon.com,"New York, NY, US",2025-10-10,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-23323cd61cd32108,indeed,https://www.indeed.com/viewjob?jk=23323cd61cd32108,https://www.amazon.jobs/jobs/3106335/software-development-engineer-ii-spb-advertiser-guidance?cmpid=DA_INAD200785B,"Software Development Engineer II, SPB Advertiser Guidance",Amazon.com,"New York, NY, US",2025-10-09,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-8c201b9e6e100b31,indeed,https://www.indeed.com/viewjob?jk=8c201b9e6e100b31,https://www.amazon.jobs/jobs/3049424/senior-delivery-consultant--senior-machine-learning-engineer-aws-professional-services?cmpid=DA_INAD200785B,"Senior Delivery Consultant - Senior Machine Learning Engineer, AWS Professional Services",Amazon Web Services,"New York, NY, US",2025-07-23,[],,,,,,False,,,,[],,https://www.indeed.com/cmp/Amazon-Web-Services-05cb4ad1,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,https://aws.amazon.com/careers/why-aws/,"Seattle, WA",Decline to state,more than $10B (USD),"Amazon Web Services (AWS) offers the world’s most comprehensive and broadly adopted cloud platform, with over 200 powerful services that enable our customers and our people to make more of an impact. ",0.9
in-37047651aff5ce7a,indeed,https://www.indeed.com/viewjob?jk=37047651aff5ce7a,https://www.amazon.jobs/jobs/3017263/software-development-engineer-ad-sales?cmpid=DA_INAD200785B,"Software Development Engineer, Ad Sales",Amazon.com,"New York, NY, US",2025-06-20,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-552fae0d6dee6caa,indeed,https://www.indeed.com/viewjob?jk=552fae0d6dee6caa,https://www.amazon.jobs/jobs/2938872/software-development-engineer-live-sports--prime-video?cmpid=DA_INAD200785B,"Software Development Engineer, Live Sports - Prime Video",Amazon.com,"New York, NY, US",2025-03-26,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-62365febbaca4d54,indeed,https://www.indeed.com/viewjob?jk=62365febbaca4d54,https://www.amazon.jobs/jobs/2938870/software-development-engineer-search--prime-video?cmpid=DA_INAD200785B,"Software Development Engineer, Search - Prime Video",Amazon.com,"New York, NY, US",2025-03-26,[],,,,,,False,,,,[],Internet And Software,https://www.indeed.com/cmp/Amazon.com,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3e9d43f5c277de169808abdcaf49ba2c,https://www.amazon.jobs,"440 Terry Ave N, Seattle, WA, United States, Washington","10,000+",more than $10B (USD),Our mission is to be Earth's most customer-centric company.,0.9
in-c8121abb6ad0cb03,indeed,https://www.indeed.com/viewjob?jk=c8121abb6ad0cb03,https://www.amazon.jobs/jobs/2911232/software-dev-engineer--amazon-connect-amazon-connect--identity-management-and-access-control?cmpid=DA_INAD200785B,"Software Dev Engineer - Amazon Connect, Amazon Connect - Identity Management and Access Control",Amazon Web Services,"New York, NY, US",2025-02-24,[],,,,,,False,,,,[],,https://www.indeed.com/cmp/Amazon-Web-Services-05cb4ad1,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,https://aws.amazon.com/careers/why-aws/,"Seattle, WA",Decline to state,more than $10B (USD),"Amazon Web Services (AWS) offers the world’s most comprehensive and broadly adopted cloud platform, with over 200 powerful services that enable our customers and our people to make more of an impact. ",0.9
in-2f5462122418d391,indeed,https://www.indeed.com/viewjob?jk=2f5462122418d391,https://www.amazon.jobs/jobs/2907738/software-development-engineer-amazon-connect?cmpid=DA_INAD200785B,"Software Development Engineer, Amazon Connect",Amazon Web Services,"New York, NY, US",2025-02-20,[],,,,,,False,,,,[],,https://www.indeed.com/cmp/Amazon-Web-Services-05cb4ad1,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/744e8603d216350c9c1d21837f2ed7a6,https://aws.amazon.com/careers/why-aws/,"Seattle, WA",Decline to state,more than $10B (USD),"Amazon Web Services (AWS) offers the world’s most comprehensive and broadly adopted cloud platform, with over 200 powerful services that enable our customers and our people to make more of an impact. ",0.9
in-3020986322e9b070,indeed,https://www.indeed.com/viewjob?jk=3020986322e9b070,https://jobs.thecignagroup.com/us/en/job/CIGNUS25014402EXTERNALENUS/DB2-Systems-Programmer-Subject-Matter-Expert-Db2-Infrastructure-Engineering-Senior-Advisor?utm_source=indeed&utm_medium=phenom-feeds,DB2 Systems Programmer – Subject Matter Expert (Db2) - Infrastructure Engineering Senior Advisor,The Cigna Group,"Philadelphia, PA, US",2025-12-19,[],,,,,,False,,,,"SeeYourself@cigna.com, SeeYourself@cigna.com",Insurance,https://www.indeed.com/cmp/The-Cigna-Group,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ad7fc2c9fecc225c63ee5025b330aebb,https://www.thecignagroup.com/,"900 Cottage Grove Rd.
Bloomfield CT, United States 06002","10,000+",more than $10B (USD),"The Cigna Group is a global health service company, dedicated to helping the people we serve improve their health, well-being and sense of security.",0.7
