id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,relevance_score
li-4344850546,linkedin,https://www.linkedin.com/jobs/view/4344850546,,Software Engineer 1,Intuit,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-3999823822,linkedin,https://www.linkedin.com/jobs/view/3999823822,,"Software Engineer, Backend (All Teams)",DoorDash,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/doordash,,,,,,,1.0
li-4249515331,linkedin,https://www.linkedin.com/jobs/view/4249515331,,Software Engineer,Rilla,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/rilla-co,,,,,,,1.0
li-4347563801,linkedin,https://www.linkedin.com/jobs/view/4347563801,,Software Engineer,Suno,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/sunomusic,,,,,,,1.0
li-4243684882,linkedin,https://www.linkedin.com/jobs/view/4243684882,,Software Engineer,Plaid,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/plaid-,,,,,,,1.0
li-4344446620,linkedin,https://www.linkedin.com/jobs/view/4344446620,,"Software Engineer, Backend",Squarespace,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/squarespace,,,,,,,1.0
li-4339062235,linkedin,https://www.linkedin.com/jobs/view/4339062235,,"Software Engineer, Ad Serving",Roku,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/roku,,,,,,,1.0
li-4344376340,linkedin,https://www.linkedin.com/jobs/view/4344376340,,"Software Engineer, iOS",Lyft,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/lyft,,,,,,,1.0
li-4344284570,linkedin,https://www.linkedin.com/jobs/view/4344284570,,Software Engineer,Root Access,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/root-access-ai,,,,,,,1.0
li-4343371639,linkedin,https://www.linkedin.com/jobs/view/4343371639,,Software Engineer - Frontend,Nextdoor,"New York, NY",2025-12-16,,,,,,,,,,,,,https://www.linkedin.com/company/nextdoor-com,,,,,,,1.0
li-4343895820,linkedin,https://www.linkedin.com/jobs/view/4343895820,,"Senior Software Engineer I, Core Data",Etsy,"Brooklyn, NY",2025-12-16,,,,,,,,,,,,,https://www.linkedin.com/company/etsy,,,,,,,1.0
li-4323760824,linkedin,https://www.linkedin.com/jobs/view/4323760824,,"Software Engineer, Backend",Clay,,2025-12-13,,,,,,,,,,,,,https://www.linkedin.com/company/grow-with-clay,,,,,,,1.0
li-4334207917,linkedin,https://www.linkedin.com/jobs/view/4334207917,,"Software Engineer, Search Platform",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4345491632,linkedin,https://www.linkedin.com/jobs/view/4345491632,,Software Engineer 1,Intuit,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4334347546,linkedin,https://www.linkedin.com/jobs/view/4334347546,,"Software Engineer, Cloud Infrastructure",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4344807558,linkedin,https://www.linkedin.com/jobs/view/4344807558,,Software Engineer,Nira Energy,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/nira-energy,,,,,,,1.0
li-4334297639,linkedin,https://www.linkedin.com/jobs/view/4334297639,,"Software Engineer, Search Quality and Ranking",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4344517856,linkedin,https://www.linkedin.com/jobs/view/4344517856,,Software Developer,Meditrial,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/meditrial-today,,,,,,,0.9
li-4344290535,linkedin,https://www.linkedin.com/jobs/view/4344290535,,Software Development Engineer,Adobe,"New York, NY",2025-12-16,,,,,,,,,,,,,https://www.linkedin.com/company/adobe,,,,,,,0.9
