id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,relevance_score
li-4344850546,linkedin,https://www.linkedin.com/jobs/view/4344850546,,Software Engineer 1,Intuit,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4309202141,linkedin,https://www.linkedin.com/jobs/view/4309202141,,"Software Engineer I, Entry-Level (Graduation Date: Fall 2025-Summer 2026)",DoorDash,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/doordash,,,,,,,1.0
li-4191612607,linkedin,https://www.linkedin.com/jobs/view/4191612607,,"Software Engineer, Frontend (All Teams)",DoorDash,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/doordash,,,,,,,1.0
li-3999823822,linkedin,https://www.linkedin.com/jobs/view/3999823822,,"Software Engineer, Backend (All Teams)",DoorDash,"New York, NY",2025-12-18,,,,,,,,,,,,,https://www.linkedin.com/company/doordash,,,,,,,1.0
li-4243684882,linkedin,https://www.linkedin.com/jobs/view/4243684882,,Software Engineer,Plaid,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/plaid-,,,,,,,1.0
li-4344768456,linkedin,https://www.linkedin.com/jobs/view/4344768456,,Junior Software Engineer (Graduate),MLabs,"New York, NY",2025-12-17,,,,,,,,,,,,,https://uk.linkedin.com/company/mlabsconsulting,,,,,,,1.0
li-4344446620,linkedin,https://www.linkedin.com/jobs/view/4344446620,,"Software Engineer, Backend",Squarespace,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/squarespace,,,,,,,1.0
li-4339062235,linkedin,https://www.linkedin.com/jobs/view/4339062235,,"Software Engineer, Ad Serving",Roku,"New York, NY",2025-12-17,,,,,,,,,,,,,https://www.linkedin.com/company/roku,,,,,,,1.0
li-4343371639,linkedin,https://www.linkedin.com/jobs/view/4343371639,,Software Engineer - Frontend,Nextdoor,"New York, NY",2025-12-16,,,,,,,,,,,,,https://www.linkedin.com/company/nextdoor-com,,,,,,,1.0
li-4343752769,linkedin,https://www.linkedin.com/jobs/view/4343752769,,Software Engineer,Neon,"New York, NY",2025-12-15,,,,,,,,,,,,,https://www.linkedin.com/company/neonpay,,,,,,,1.0
li-4333562794,linkedin,https://www.linkedin.com/jobs/view/4333562794,,Software Engineer 1,Intuit,"New York, NY",2025-12-14,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4334367155,linkedin,https://www.linkedin.com/jobs/view/4334367155,,"Software Engineer, Fullstack, Early Career",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4334207917,linkedin,https://www.linkedin.com/jobs/view/4334207917,,"Software Engineer, Search Platform",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4345481650,linkedin,https://www.linkedin.com/jobs/view/4345481650,,Software Engineer 1,Intuit,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4344987948,linkedin,https://www.linkedin.com/jobs/view/4344987948,,Software Engineer 1,Intuit,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4345491632,linkedin,https://www.linkedin.com/jobs/view/4345491632,,Software Engineer 1,Intuit,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/intuit,,,,,,,1.0
li-4334228091,linkedin,https://www.linkedin.com/jobs/view/4334228091,,"Software Engineer, Datastore",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4334347546,linkedin,https://www.linkedin.com/jobs/view/4334347546,,"Software Engineer, Cloud Infrastructure",Notion,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/notionhq,,,,,,,1.0
li-4339399245,linkedin,https://www.linkedin.com/jobs/view/4339399245,,Software Engineer (All Levels),Abridge,"New York, NY",,,,,,,,,,,,,,https://www.linkedin.com/company/abridgehq,,,,,,,1.0
li-4344290535,linkedin,https://www.linkedin.com/jobs/view/4344290535,,Software Development Engineer,Adobe,"New York, NY",2025-12-16,,,,,,,,,,,,,https://www.linkedin.com/company/adobe,,,,,,,0.9
